Red_X,Red_Y,Black_X,Black_Y,Deviation_X
550.0,611.0,486.0,636.0,64.0
550.0,612.0,488.0,637.0,62.0
549.0,613.0,490.0,638.0,59.0
549.0,614.0,492.0,639.0,57.0
550.0,615.0,492.0,640.0,58.0
551.0,616.0,495.0,641.0,56.0
552.0,617.0,497.0,642.0,55.0
552.0,618.0,499.0,643.0,53.0
553.0,619.0,500.0,644.0,53.0
554.0,620.0,502.0,645.0,52.0
554.0,621.0,504.0,646.0,50.0
554.0,622.0,506.0,647.0,48.0
555.0,623.0,508.0,648.0,47.0
555.0,624.0,509.0,649.0,46.0
556.0,625.0,511.0,650.0,45.0
556.0,626.0,513.0,651.0,43.0
557.0,627.0,515.0,652.0,42.0
557.0,628.0,517.0,653.0,40.0
557.0,629.0,518.0,654.0,39.0
557.0,630.0,520.0,655.0,37.0
558.0,631.0,522.0,656.0,36.0
558.0,632.0,524.0,657.0,34.0
558.0,633.0,525.0,658.0,33.0
559.0,634.0,527.0,659.0,32.0
559.0,635.0,529.0,660.0,30.0
560.0,636.0,531.0,661.0,29.0
560.0,637.0,533.0,662.0,27.0
560.0,638.0,534.0,663.0,26.0
560.0,639.0,536.0,664.0,24.0
560.0,640.0,538.0,665.0,22.0
560.0,641.0,540.0,666.0,20.0
561.0,642.0,541.0,667.0,20.0
561.0,643.0,543.0,668.0,18.0
561.0,644.0,545.0,669.0,16.0
562.0,645.0,547.0,670.0,15.0
562.0,646.0,549.0,671.0,13.0
563.0,647.0,549.0,672.0,14.0
563.0,648.0,552.0,673.0,11.0
564.0,649.0,554.0,674.0,10.0
565.0,650.0,556.0,675.0,9.0
565.0,651.0,558.0,676.0,7.0
565.0,652.0,559.0,677.0,6.0
566.0,653.0,561.0,678.0,5.0
566.0,654.0,563.0,679.0,3.0
566.0,655.0,565.0,680.0,1.0
567.0,656.0,566.0,681.0,1.0
567.0,657.0,568.0,682.0,1.0
567.0,658.0,570.0,683.0,3.0
567.0,659.0,572.0,684.0,5.0
568.0,660.0,574.0,685.0,6.0
568.0,661.0,576.0,686.0,8.0
568.0,662.0,577.0,687.0,9.0
568.0,663.0,599.0,688.0,31.0
568.0,664.0,595.0,689.0,27.0
569.0,665.0,599.0,690.0,30.0
569.0,666.0,597.0,691.0,28.0
570.0,667.0,595.0,692.0,25.0
571.0,668.0,593.0,693.0,22.0
573.0,669.0,591.0,694.0,18.0
574.0,670.0,587.0,695.0,13.0
576.0,671.0,587.0,696.0,11.0
577.0,672.0,587.0,697.0,10.0
577.0,673.0,588.0,698.0,11.0
578.0,674.0,588.0,699.0,10.0
579.0,675.0,589.0,700.0,10.0
579.0,676.0,589.0,701.0,10.0
579.0,677.0,589.0,702.0,10.0
578.0,678.0,589.0,703.0,11.0
578.0,679.0,589.0,704.0,11.0
577.0,680.0,590.0,705.0,13.0
577.0,681.0,590.0,706.0,13.0
577.0,682.0,590.0,707.0,13.0
576.0,683.0,590.0,708.0,14.0
575.0,684.0,590.0,709.0,15.0
574.0,685.0,590.0,710.0,16.0
573.0,686.0,590.0,711.0,17.0
573.0,687.0,590.0,712.0,17.0
573.0,688.0,590.0,713.0,17.0
573.0,689.0,590.0,714.0,17.0
573.0,690.0,590.0,715.0,17.0
573.0,691.0,590.0,716.0,17.0
573.0,692.0,590.0,717.0,17.0
573.0,693.0,590.0,718.0,17.0
572.0,694.0,590.0,719.0,18.0
572.0,695.0,590.0,720.0,18.0
572.0,696.0,590.0,721.0,18.0
572.0,697.0,590.0,722.0,18.0
572.0,698.0,590.0,723.0,18.0
572.0,699.0,590.0,724.0,18.0
572.0,700.0,590.0,725.0,18.0
571.0,701.0,590.0,726.0,19.0
